iter	Passed	Remaining
542	40064	33718
543	40121	33631
544	40179	33544
545	40249	33467
546	40322	33392
547	40393	33317
548	40482	33256
549	40552	33179
550	40622	33102
551	40692	33025
552	40762	32949
553	40823	32865
554	40881	32779
555	40941	32694
556	41000	32609
557	41061	32525
558	41123	32442
559	41180	32356
560	41248	32278
561	41304	32191
562	41361	32105
563	41436	32032
564	41506	31956
565	41580	31883
566	41649	31806
567	41710	31723
568	41766	31637
569	41842	31565
570	41913	31490
571	41977	31409
572	42033	31323
573	42103	31247
574	42175	31173
575	42239	31092
576	42298	31009
577	42367	30933
578	42431	30852
579	42490	30768
580	42556	30690
581	42614	30606
582	42679	30527
583	42744	30448
584	42804	30365
585	42874	30290
586	42945	30215
587	43009	30135
588	43069	30053
589	43130	29971
590	43189	29889
591	43259	29814
592	43320	29732
593	43376	29647
594	43434	29564
595	43500	29486
596	43559	29404
597	43620	29323
598	43676	29238
599	43734	29156
600	43805	29082
601	43865	29000
602	43924	28918
603	43982	28836
604	44040	28753
605	44096	28670
606	44163	28593
607	44226	28514
608	44301	28443
609	44364	28364
610	44434	28290
611	44510	28219
612	44571	28138
613	44640	28063
614	44702	27984
615	44768	27907
616	44832	27829
617	44893	27749
618	44961	27674
619	45035	27602
620	45112	27532
621	45182	27458
622	45257	27387
623	45328	27313
624	45397	27238
625	45476	27169
626	45544	27094
627	45609	27017
628	45687	26947
629	45755	26872
630	45822	26796
631	45938	26749
632	46013	26677
633	46078	26600
634	46135	26518
635	46196	26439
636	46267	26366
637	46327	26285
638	46396	26211
639	46461	26134
640	46526	26057
641	46589	25979
642	46651	25901
643	46713	25823
644	46775	25744
645	46845	25670
646	46907	25592
647	46969	25514
648	47030	25435
649	47096	25359
650	47154	25279
651	47211	25198
652	47274	25121
653	47333	25041
654	47394	24963
655	47454	24884
656	47515	24806
657	47587	24734
658	47654	24658
659	47716	24581
660	47792	24510
661	47857	24434
662	47925	24360
663	47991	24284
664	48055	24208
665	48124	24134
666	48186	24057
667	48248	23979
668	48311	23902
669	48386	23832
670	48447	23754
671	48514	23679
672	48572	23600
673	48637	23524
674	48698	23447
675	48762	23371
676	48826	23295
677	48884	23216
678	48956	23144
679	49029	23072
680	49088	22994
681	49147	22916
682	49215	22842
683	49273	22763
684	49338	22688
685	49415	22618
686	49481	22543
687	49544	22467
688	49618	22396
689	49684	22321
690	49748	22246
691	49813	22171
692	49887	22100
693	49950	22024
694	50013	21948
695	50083	21875
696	50145	21799
697	50212	21725
698	50276	21649
699	50335	21572
700	50395	21495
701	50453	21417
702	50512	21340
703	50572	21263
704	50633	21187
705	50693	21110
706	50754	21034
707	50820	20959
708	50879	20882
709	50939	20806
710	50997	20728
711	51059	20653
712	51121	20577
713	51183	20501
714	51240	20424
715	51297	20347
716	51358	20271
717	51417	20194
